Gene,Log2FoldChange,pvalue
ENSG00000135541,0.431008105,0.000378531
ENSG00000135549,0.113346984,0.188670315
ENSG00000135577,0.073498969,0.277957895
ENSG00000135587,0.056471702,0.649035137
ENSG00000135596,-0.39771265,0.000207138
ENSG00000135597,0.138451202,0.176693727
ENSG00000135604,-2.158137162,2.78E-05
ENSG00000135605,0.064442674,0.575237412
ENSG00000135617,0.125819261,0.354901779
ENSG00000135622,0.036475085,0.735706804
ENSG00000135624,-0.092586963,0.271313634
ENSG00000135631,-0.025588762,0.779487919
ENSG00000135632,0.141337576,0.134793306
ENSG00000135636,0.028607764,0.646094345
ENSG00000135637,0.108850397,0.410886783
ENSG00000135643,-0.08809249,0.443162834
ENSG00000135655,-0.026496549,0.747279394
ENSG00000135677,0.091704481,0.434984299
ENSG00000135678,-1.339258626,1.01E-06
ENSG00000135679,0.555976682,7.22E-09
ENSG00000135686,-0.227512959,0.030173813
ENSG00000135697,0.134014496,0.071164109
ENSG00000135698,-0.086251909,0.513497008
ENSG00000135709,0.108757451,0.414034439
ENSG00000135720,-0.023300262,0.739857414
ENSG00000135722,-0.004848375,0.968744236
ENSG00000135723,0.687691467,0.000555348
ENSG00000135736,0.145157107,0.227008781
ENSG00000135740,0.289371426,0.038701881
ENSG00000135744,0.071464209,0.315139524
ENSG00000135747,-0.114704607,0.395366202
ENSG00000135749,0.553473551,1.27E-05
ENSG00000135750,-0.0709447,0.451460674
ENSG00000135763,-0.190903411,0.153918096
ENSG00000135766,-0.208030393,0.100910627
ENSG00000135773,0.029801221,0.610815134
ENSG00000135775,0.171676488,0.164168027
ENSG00000135776,-0.330287528,0.000886141
ENSG00000135778,0.359150142,0.002989681
ENSG00000135801,-0.365530764,0.004902075
ENSG00000135821,-2.959686417,5.77E-29
ENSG00000135823,-0.418046034,0.000655814
ENSG00000135828,-0.017908334,0.884439631
ENSG00000135829,0.015570105,0.869396339
ENSG00000135835,0.009101553,0.926502847
ENSG00000135837,-0.067361278,0.512120869
ENSG00000135838,-0.433789707,0.019548477
ENSG00000135842,0.445054982,0.027734886
ENSG00000135845,-0.244947159,0.037728658
ENSG00000135847,0.298268371,0.003420087
ENSG00000135862,-0.787731286,5.45E-16
ENSG00000135870,-0.188517178,0.038147103
ENSG00000135899,-0.440040197,0.004494755
ENSG00000135900,-0.045230578,0.638130315
ENSG00000135905,-0.017037117,0.893619472
ENSG00000135912,-0.031319295,0.799230399
ENSG00000135913,0.139136105,0.300310589
ENSG00000135914,0.054184871,0.580304213
ENSG00000135916,0.015367081,0.858935116
ENSG00000135917,-1.175160642,0.000251961
ENSG00000135919,0.299911587,0.075292514
ENSG00000135924,0.209770001,0.021312293
ENSG00000135926,-0.496885012,4.32E-05
ENSG00000135929,0.036317779,0.765925122
ENSG00000135930,-0.197550153,0.057459039
ENSG00000135931,-0.309756403,0.067270659
ENSG00000135932,-0.258510131,0.021251542
ENSG00000135940,-0.079428226,0.420982212
ENSG00000135945,0.175379776,0.055939436
ENSG00000135951,0.078980362,0.548331687
ENSG00000135953,-0.039086061,0.747646563
ENSG00000135956,-0.315286405,0.000878902
ENSG00000135966,-0.149266064,0.127845232
ENSG00000135968,0.073358588,0.53536349
ENSG00000135972,0.092426711,0.407758228
ENSG00000135974,0.056896356,0.467631702
ENSG00000135976,0.496262939,4.54E-06
ENSG00000135999,0.107536544,0.1978513
ENSG00000136002,0.128537501,0.33538153
ENSG00000136003,0.059489824,0.598282858
ENSG00000136010,0.237154791,0.035841493
ENSG00000136011,-0.081788221,0.34793931
ENSG00000136014,-0.415576898,0.003617984
ENSG00000136021,0.012598987,0.878739144
ENSG00000136026,0.188759608,0.100127175
ENSG00000136040,0.00491233,0.97259848
ENSG00000136044,0.012853919,0.922498029
ENSG00000136045,-0.139670664,0.106803886
ENSG00000136048,0.14968051,0.273321653
ENSG00000136051,-0.310692414,0.002869323
ENSG00000136052,0.809835442,0.000505966
ENSG00000136059,0.144582302,0.286214308
ENSG00000136068,-0.321739876,0.035364986
ENSG00000136098,-0.127570354,0.330480659
ENSG00000136100,-0.242808746,0.016960055
ENSG00000136104,0.071051602,0.569469626
ENSG00000136108,0.261420567,0.030768
ENSG00000136111,-0.492676933,0.000479849
ENSG00000136114,-0.086872614,0.493984925
ENSG00000136122,-0.221460344,0.119581873
ENSG00000136141,0.570628425,4.61E-06
ENSG00000136143,0.052229782,0.531204066
ENSG00000136144,0.18815594,0.104572558
ENSG00000136146,-0.148317784,0.1330505
ENSG00000136147,-0.138409011,0.169948957
ENSG00000136149,-0.01988934,0.835133852
ENSG00000136152,0.031082063,0.712971723
ENSG00000136153,-0.195497125,0.18612659
ENSG00000136156,-0.45835666,0.000544541
ENSG00000136158,-0.548243766,0.000908068
ENSG00000136159,0.015539122,0.900548616
ENSG00000136160,-0.073304583,0.399512004
ENSG00000136161,-0.175264121,0.108414013
ENSG00000136167,0.040752021,0.431751537
ENSG00000136169,0.018640986,0.837545994
ENSG00000136193,-0.387876103,0.001304284
ENSG00000136197,0.009774296,0.918023224
ENSG00000136205,0.019723275,0.905462875
ENSG00000136206,0.017537557,0.876264564
ENSG00000136213,-0.264623221,0.030101734
ENSG00000136231,-0.070897858,0.540830261
ENSG00000136235,0.387622001,1.47E-07
ENSG00000136237,-2.575502422,5.84E-08
ENSG00000136238,-0.316360592,7.01E-06
ENSG00000136240,-0.004627833,0.95853245
ENSG00000136243,-0.067226343,0.52226187
ENSG00000136244,0.197783491,0.158256674
ENSG00000136247,-0.074465262,0.375625033
ENSG00000136261,0.419098177,0.012483723
ENSG00000136267,0.164134757,0.005287815
ENSG00000136270,-0.47987733,5.33E-05
ENSG00000136271,-0.156827286,0.094054937
ENSG00000136273,-0.025505445,0.824633566
ENSG00000136274,0.148187872,0.227976793
ENSG00000136275,0.038108234,0.479555664
ENSG00000136279,-0.020536082,0.832177606
ENSG00000136280,-0.064617861,0.440248424
ENSG00000136295,0.621766234,0.000812262
ENSG00000136319,0.1343861,0.257720122
ENSG00000136367,0.512592779,0.006939797
ENSG00000136371,0.017017906,0.87363352
ENSG00000136378,-0.605025247,0.00286323
ENSG00000136379,-0.553414885,1.84E-05
ENSG00000136381,-0.057617102,0.446185302
ENSG00000136383,-2.843982748,9.32E-09
ENSG00000136404,-0.156125643,0.267895626
ENSG00000136425,0.22201789,0.142141589
ENSG00000136436,-1.098145434,1.73E-10
ENSG00000136444,0.201958695,0.12541589
ENSG00000136448,-0.040778023,0.630212674
ENSG00000136449,-0.005335126,0.960415827
ENSG00000136450,0.006252413,0.946999456
ENSG00000136451,-0.146685461,0.086140124
ENSG00000136457,0.064278914,0.578632303
ENSG00000136463,0.067836781,0.515007138
ENSG00000136478,-1.423365683,5.87E-12
ENSG00000136485,-0.099613686,0.296694235
ENSG00000136490,0.122322955,0.351417253
ENSG00000136492,-0.113881805,0.392195115
ENSG00000136504,0.161782353,0.057115164
ENSG00000136514,0.12907697,0.292522911
ENSG00000136518,0.006301563,0.95655759
ENSG00000136521,-0.02289824,0.805947096
ENSG00000136522,-0.087139256,0.448886804
ENSG00000136527,0.028851629,0.705507284
ENSG00000136531,0.384864987,0.038995067
ENSG00000136536,0.056038454,0.567475178
ENSG00000136542,0.105128884,0.447669065
ENSG00000136546,-1.199984919,0.000200685
ENSG00000136560,-0.51262266,2.32E-08
ENSG00000136603,0.109307627,0.35266801
ENSG00000136628,0.251701655,0.007438051
ENSG00000136630,-0.269533481,0.033990813
ENSG00000136631,0.163078507,0.046662012
ENSG00000136636,0.189417089,0.062081379
ENSG00000136643,0.237455238,0.007351197
ENSG00000136653,-0.122510665,0.366633515
ENSG00000136682,-0.063660928,0.56890794
ENSG00000136689,0.091011893,0.022410619
ENSG00000136699,0.023720108,0.733472263
ENSG00000136709,-0.203141233,0.026082908
ENSG00000136710,0.051211075,0.577676299
ENSG00000136715,0.235870891,0.025329905
ENSG00000136717,0.373546243,0.025833806
ENSG00000136718,-0.262697813,0.008480672
ENSG00000136720,-0.44316645,0.001438982
ENSG00000136731,0.059094397,0.529392386
ENSG00000136732,0.240946394,0.069620235
ENSG00000136738,0.133792814,0.209094551
ENSG00000136754,-0.155180569,0.132194866
ENSG00000136758,-0.057613051,0.435846266
ENSG00000136770,0.077125652,0.433875625
ENSG00000136783,-0.461605812,0.000301467
ENSG00000136802,0.079811769,0.401714895
ENSG00000136807,-0.174697011,0.083153512
ENSG00000136810,-0.005557569,0.958689012
ENSG00000136811,0.05738888,0.585292394
ENSG00000136813,-0.276715272,0.007905173
ENSG00000136816,-0.185506772,0.097501417
ENSG00000136819,-0.084504454,0.283970383
ENSG00000136824,0.092595583,0.368786264
ENSG00000136826,0.487571936,0.016430296
ENSG00000136827,-0.234902807,0.007016046
ENSG00000136828,0.344645902,0.015749977
ENSG00000136830,-0.629367332,9.50E-09
ENSG00000136840,-0.195434393,0.147642353
ENSG00000136842,0.065142971,0.5526998
ENSG00000136848,0.173408133,0.14753178
ENSG00000136854,0.073127861,0.473077792
ENSG00000136856,0.014774646,0.908517591
ENSG00000136859,0.837215913,2.43E-10
ENSG00000136861,0.205274734,0.088831598
ENSG00000136866,0.240484886,0.111502413
ENSG00000136867,-0.054246327,0.530150522
ENSG00000136868,-0.360231271,0.004359907
ENSG00000136869,-0.252455735,0.099691583
ENSG00000136870,0.236870157,0.02343591
ENSG00000136872,-0.000608811,0.992068316
ENSG00000136874,-0.082628787,0.476035044
ENSG00000136875,0.00720849,0.943231079
ENSG00000136877,-0.619632208,3.92E-15
ENSG00000136878,0.162927618,0.083771009
ENSG00000136888,0.136290353,0.123838981
ENSG00000136891,-0.009629693,0.916358872
ENSG00000136895,0.252314745,0.097268876
ENSG00000136897,-0.130093451,0.251713099
ENSG00000136908,-0.162597792,0.083554122
ENSG00000136925,0.340353853,0.001300327
ENSG00000136928,-0.359387626,0.035795018
ENSG00000136930,0.152553023,0.061606102
ENSG00000136932,0.092686413,0.428776643
ENSG00000136933,-0.006724784,0.955878191
ENSG00000136935,0.067861459,0.393242187
ENSG00000136936,0.099448837,0.418107233
ENSG00000136937,0.177560533,0.11545355
ENSG00000136938,-0.083735456,0.331069862
ENSG00000136940,-0.020794834,0.852133486
ENSG00000136942,0.017351055,0.889528273
ENSG00000136943,-0.020989719,0.727635504
ENSG00000136950,0.002607499,0.976162005
ENSG00000136960,0.443309944,0.026994856
ENSG00000136982,-0.010377755,0.93133953
ENSG00000136986,-0.28832304,0.001878368
ENSG00000136997,-0.813937638,4.58E-11
ENSG00000136999,2.492659565,9.29E-15
ENSG00000137033,0.112795617,0.405007859
ENSG00000137038,-0.093056394,0.422585143
ENSG00000137040,0.093571573,0.36115632
ENSG00000137054,0.100781247,0.442113109
ENSG00000137055,0.038294097,0.700711403
ENSG00000137070,0.133507508,0.317754731
ENSG00000137073,-0.014437595,0.895973511
ENSG00000137074,0.102440791,0.310920045
ENSG00000137075,-0.202568437,0.072868961
ENSG00000137076,-0.531532598,2.88E-07
ENSG00000137078,0.035455663,0.510343364
ENSG00000137094,0.148933756,0.276958524
ENSG00000137098,0.452025743,0.022400962
ENSG00000137100,0.124282403,0.232704311
ENSG00000137101,0.055117767,0.672367148
ENSG00000137103,-0.057508168,0.576352277
ENSG00000137106,-0.123356134,0.175187952
ENSG00000137124,-0.860930017,0.00014625
ENSG00000137133,0.050634955,0.700086756
ENSG00000137135,-0.057251017,0.639381448
ENSG00000137145,-0.064859037,0.583015746
ENSG00000137154,0.051052716,0.748509617
ENSG00000137161,-0.011253452,0.899914405
ENSG00000137166,-0.140655211,0.185535503
ENSG00000137168,0.025988945,0.843410591
ENSG00000137171,0.217677873,0.05439833
ENSG00000137177,-0.110726051,0.379734934
ENSG00000137185,0.185882385,0.159412724
ENSG00000137193,0.724291877,0.000293012
ENSG00000137198,-0.159206845,0.260096423
ENSG00000137200,-0.048644173,0.540231495
ENSG00000137203,0.241316066,0.054772223
ENSG00000137207,-0.076437972,0.245159462
ENSG00000137210,-0.053968868,0.551778736
ENSG00000137216,0.218651251,0.041833523
ENSG00000137218,-0.03633792,0.776737417
ENSG00000137221,-0.062279147,0.408910504
ENSG00000137261,0.152107678,0.084090612
ENSG00000137265,-0.139085335,0.139563241
ENSG00000137266,1.307289569,7.50E-10
ENSG00000137267,-0.03941134,0.759840221
ENSG00000137269,-0.597188286,0.000478826
ENSG00000137273,0.634155658,0.000167305
ENSG00000137274,0.242264308,0.08836857
ENSG00000137275,-0.051081512,0.531420206
ENSG00000137285,0.004797022,0.972391741
ENSG00000137288,0.265413974,0.070820169
ENSG00000137309,0.420616242,0.000817024
ENSG00000137310,0.257350077,0.093968198
ENSG00000137312,-0.182145537,0.05064986
ENSG00000137331,0.932972641,0.002450272
ENSG00000137337,0.054893162,0.536809916
ENSG00000137338,0.003861784,0.973716464
ENSG00000137343,0.738489809,2.41E-07
ENSG00000137364,0.292966021,0.022718711
ENSG00000137393,-2.04919433,2.11E-09
ENSG00000137404,0.423239935,0.013260105
ENSG00000137409,0.081038846,0.219208513
ENSG00000137411,-0.122830611,0.326128349
ENSG00000137413,-0.089960663,0.389868804
ENSG00000137414,-0.080888656,0.4217026
ENSG00000137434,0.0653322,0.464323123
ENSG00000137449,-0.192157514,0.11235622
ENSG00000137460,0.017156734,0.876703371
ENSG00000137462,0.109605938,0.356658125
ENSG00000137463,-0.220938907,0.127654308
ENSG00000137474,-0.105240955,0.191534381
ENSG00000137478,-0.166991531,0.216931007
ENSG00000137486,0.053978359,0.641562307
ENSG00000137492,-0.031776267,0.743463828
ENSG00000137494,0.035135448,0.756160404
ENSG00000137496,0.107993715,0.421504955
ENSG00000137497,0.228649182,0.009116256
ENSG00000137500,0.241542925,0.002982639
ENSG00000137501,0.194997277,0.159689916
ENSG00000137502,0.077978586,0.519646538
ENSG00000137504,-0.034729649,0.718156144
ENSG00000137507,0.097487273,0.456756235
ENSG00000137509,-0.074953184,0.56010282
ENSG00000137513,0.112968502,0.307969967
ENSG00000137522,0.111682377,0.236041498
ENSG00000137547,-0.329820088,0.006953205
ENSG00000137561,-0.10629643,0.172769949
ENSG00000137563,-0.291864087,0.043932746
ENSG00000137571,-0.080584458,0.142926704
ENSG00000137573,-0.030775384,0.739213354
ENSG00000137574,0.007460551,0.936835527
ENSG00000137575,0.20031402,0.034990373
ENSG00000137601,0.154761047,0.109494323
ENSG00000137628,0.21078912,0.049611444
ENSG00000137642,1.213679985,0.002459169
ENSG00000137656,0.242255095,0.039876753
ENSG00000137672,-1.907593026,2.21E-18
ENSG00000137673,-0.303591148,0.000180117
ENSG00000137675,0.099207159,0.128964364
ENSG00000137691,-0.023288039,0.856646422
ENSG00000137692,-0.164587174,0.089063654
ENSG00000137693,-0.322370292,0.000641459
ENSG00000137699,-0.093575061,0.218474163
ENSG00000137700,0.186270628,0.107121672
ENSG00000137709,0.00825633,0.898472042
ENSG00000137710,0.020071962,0.81032447
ENSG00000137713,-0.036935569,0.759235424
ENSG00000137714,-0.057284182,0.642821203
ENSG00000137720,0.070085696,0.596038972
ENSG00000137727,0.354185911,0.011936438
ENSG00000137752,0.504791568,0.009582758
ENSG00000137760,-0.062796107,0.579121682
ENSG00000137764,-0.068516805,0.582231633
ENSG00000137767,-0.981606179,4.88E-10
ENSG00000137770,0.046024873,0.651477438
ENSG00000137776,-0.041095915,0.674744484
ENSG00000137801,-1.8700791,1.64E-11
ENSG00000137802,-0.213970422,0.040219467
ENSG00000137804,-0.108961397,0.411712788
ENSG00000137806,-0.204764143,0.092381029
ENSG00000137807,-0.168793579,0.189805207
ENSG00000137809,0.222269271,0.029305819
ENSG00000137812,-0.035350978,0.779952427
ENSG00000137814,0.073445727,0.435833182
ENSG00000137815,0.040452389,0.545927596
ENSG00000137817,-0.064164869,0.491596245
ENSG00000137818,-0.03731823,0.753751742
ENSG00000137819,0.006422642,0.956831877
ENSG00000137821,0.557306364,0.000615341
ENSG00000137822,0.158494757,0.124843858
ENSG00000137824,-0.155318587,0.118970949
ENSG00000137825,0.251895206,0.088721441
ENSG00000137831,0.33866917,0.021596653
ENSG00000137834,0.063388875,0.624141762
ENSG00000137841,0.086559196,0.221051583
ENSG00000137842,-0.280730698,0.056020032
ENSG00000137845,-0.055061501,0.516877993
ENSG00000137857,0.02191023,0.863295304
ENSG00000137860,0.005993663,0.923268187
ENSG00000137868,0.003511901,0.935150781
ENSG00000137869,-0.922481743,0.000891081
ENSG00000137871,0.084803415,0.330661912
ENSG00000137872,1.236538739,6.78E-08
ENSG00000137876,-0.084446867,0.282425659
ENSG00000137877,-0.113548234,0.342443745
ENSG00000137880,-1.259948754,2.78E-08
ENSG00000137936,-0.074950873,0.422053261
ENSG00000137941,0.142722391,0.201182181
ENSG00000137942,-0.187708525,0.192482847
ENSG00000137944,-0.030827441,0.810616211
ENSG00000137947,-0.055072657,0.565100793
ENSG00000137955,-0.109259716,0.268216458
ENSG00000137959,-1.566610342,2.93E-06
ENSG00000137960,-0.900931803,0.007948815
ENSG00000137962,-1.06468263,2.33E-05
ENSG00000137965,0.781381575,7.79E-07
ENSG00000137968,0.043309201,0.517701428
ENSG00000137970,0.03942404,0.742341605
ENSG00000137975,0.177280165,0.177551742
ENSG00000137992,-0.154192506,0.118770482
ENSG00000137996,-0.153454984,0.119742701
ENSG00000138002,0.324977935,0.001165738
ENSG00000138018,-0.052165366,0.640373971
ENSG00000138028,-0.156704756,0.208282011
ENSG00000138029,-0.167261979,0.127132226
ENSG00000138030,-0.550262338,0.016944557
ENSG00000138031,-0.389344881,0.017024343
ENSG00000138032,-0.699624213,0.000106767
ENSG00000138035,-0.158824545,0.176177444
ENSG00000138036,-0.207514312,0.122700282
ENSG00000138039,-0.187280412,0.064592428
ENSG00000138041,-0.005408948,0.943627785
ENSG00000138050,0.24396679,0.078072415
ENSG00000138061,-0.025469278,0.801197852
ENSG00000138069,-0.161465649,0.059079211
ENSG00000138071,-0.262070423,0.00507451
ENSG00000138073,-1.039395457,2.60E-07
ENSG00000138074,-1.160106386,2.09E-11
ENSG00000138078,0.645136919,6.20E-13
ENSG00000138079,0.030329804,0.458698438
ENSG00000138080,-0.168898768,0.202163258
ENSG00000138081,0.024872647,0.793632928
ENSG00000138085,-0.032323691,0.729436982
ENSG00000138092,0.415916021,0.008438307
ENSG00000138095,0.142139463,0.04299661
ENSG00000138101,0.449301514,0.006265174
ENSG00000138107,-0.148012991,0.09619199
ENSG00000138111,-0.009995251,0.935077875
ENSG00000138119,-0.216689414,0.146144459
ENSG00000138131,0.050274211,0.702520428
ENSG00000138134,0.052938071,0.639523866
ENSG00000138135,1.377945402,2.47E-05
ENSG00000138138,-0.128781486,0.149299232
ENSG00000138160,0.464651471,0.005770507
ENSG00000138161,0.041728544,0.711128243
ENSG00000138162,0.051345384,0.696823207
ENSG00000138166,-1.179059625,4.00E-07
ENSG00000138172,-0.072834457,0.553046367
ENSG00000138175,-0.035416524,0.698332231
ENSG00000138180,-0.066601064,0.611028689
ENSG00000138182,0.328396635,0.01284173
ENSG00000138185,0.306130455,0.013923427
ENSG00000138190,-0.155245837,0.263751722
ENSG00000138193,-0.229040665,0.133298886
ENSG00000138207,-0.071199215,0.3926267
ENSG00000138231,-0.009701751,0.925567165
ENSG00000138246,-0.001516491,0.988167625
ENSG00000138279,0.026439948,0.816709383
ENSG00000138286,0.19381932,0.062794525
